266:351 0:266:351:3:3 
292:395 0:292:395:3:3 
700:280 0:700:280:3:3 
652:411 0:652:411:3:3 
212:98 0:212:98:3:3 
307:334 2:307:334:2:2 
236:280 0:236:280:3:3 
164:205 0:164:205:3:3 
535:462 0:535:462:3:3 
59:497 3:59:497:3:3 
761:143 0:761:143:3:3 
282:16 0:282:16:3:3 
391:470 0:391:470:3:3 
230:378 0:230:378:3:3 
781:74 0:781:74:3:3 
88:351 0:88:351:3:3 
287:257 0:287:257:3:3 
514:327 0:514:327:3:3 
733:369 0:733:369:3:3 
352:468 0:352:468:3:3 
150:27 0:150:27:3:3 
872:314 0:872:314:3:3 
433:53 2:433:53:2:2 
876:351 0:876:351:3:3 
552:61 0:552:61:3:3 
615:418 2:615:418:2:2 
610:367 0:610:367:3:3 
663:475 0:663:475:3:3 
262:464 0:262:464:3:3 
335:186 0:335:186:3:3 
546:167 2:546:167:2:2 
233:320 0:233:320:3:3 
31:157 0:31:157:3:3 
788:435 2:788:435:2:2 
624:415 0:624:415:3:3 
186:214 0:186:214:3:3 
158:161 2:158:161:2:2 
20:327 2:20:327:2:2 
581:79 0:581:79:3:3 
818:307 3:818:307:3:3 
177:441 2:177:441:2:2 
834:458 2:834:458:2:2 
307:275 0:307:275:3:3 
259:177 2:259:177:2:2 
817:105 2:817:105:2:2 
125:436 0:125:436:3:3 
181:450 2:181:450:2:2 
736:7 0:736:7:3:3 
348:341 0:348:341:3:3 
186:40 3:186:40:3:3 
774:345 0:774:345:3:3 
742:45 0:742:45:3:3 
275:391 2:275:391:2:2 
727:347 0:727:347:3:3 
802:142 2:802:142:2:2 
641:52 2:641:52:2:2 
290:90 2:290:90:2:2 
879:396 0:879:396:3:3 
883:73 2:883:73:2:2 
172:154 0:172:154:3:3 
465:160 2:465:160:2:2 
387:491 2:387:491:2:2 
72:286 0:72:286:3:3 
683:302 0:683:302:3:3 
43:143 0:43:143:3:3 
858:312 2:858:312:2:2 
821:436 2:821:436:2:2 
882:130 0:882:130:3:3 
664:113 0:664:113:3:3 
242:37 0:242:37:3:3 
253:307 0:253:307:3:3 
647:280 0:647:280:3:3 
872:500 0:872:500:3:3 
637:172 0:637:172:3:3 
613:232 2:613:232:2:2 
180:467 0:180:467:3:3 
329:181 3:329:181:3:3 
408:392 0:408:392:3:3 
516:367 0:516:367:3:3 
189:411 0:189:411:3:3 
81:370 0:81:370:3:3 
523:359 2:523:359:2:2 
730:97 2:730:97:2:2 
323:461 0:323:461:3:3 
18:357 0:18:357:3:3 
19:68 2:19:68:2:2 
555:22 0:555:22:3:3 
132:237 3:132:237:3:3 
523:500 2:523:500:2:2 
314:425 3:314:425:3:3 
801:138 0:801:138:3:3 
824:85 2:824:85:2:2 
843:466 2:843:466:2:2 
338:237 2:338:237:2:2 
39:270 2:39:270:2:2 
497:339 0:497:339:3:3 
726:76 0:726:76:3:3 
393:360 0:393:360:3:3 
252:80 0:252:80:3:3 
179:443 0:179:443:3:3 
492:210 0:492:210:3:3 
424:306 2:424:306:2:2 
460:432 0:460:432:3:3 
677:349 2:677:349:2:2 
284:198 2:284:198:2:2 
678:50 2:678:50:2:2 
863:114 0:863:114:3:3 
867:119 2:867:119:2:2 
117:380 3:117:380:3:3 
99:193 0:99:193:3:3 
654:59 2:654:59:2:2 
886:36 3:886:36:3:3 
329:324 2:329:324:2:2 
112:84 0:112:84:3:3 
865:394 0:865:394:3:3 
517:257 2:517:257:2:2 
900:415 0:900:415:3:3 
500:411 2:500:411:2:2 
616:452 0:616:452:3:3 
13:226 3:13:226:3:3 
459:270 0:459:270:3:3 
677:75 0:677:75:3:3 
674:178 2:674:178:2:2 
280:387 0:280:387:3:3 
630:37 0:630:37:3:3 
776:276 0:776:276:3:3 
540:213 0:540:213:3:3 
245:447 3:245:447:3:3 
249:14 0:249:14:3:3 
47:327 2:47:327:2:2 
287:340 2:287:340:2:2 
415:291 0:415:291:3:3 
326:250 2:326:250:2:2 
843:300 0:843:300:3:3 
607:287 0:607:287:3:3 
226:294 2:226:294:2:2 
687:151 0:687:151:3:3 
601:338 0:601:338:3:3 
231:59 0:231:59:3:3 
362:166 0:362:166:3:3 
101:138 2:101:138:2:2 
571:422 0:571:422:3:3 
112:385 0:112:385:3:3 
760:493 0:760:493:3:3 
147:46 2:147:46:2:2 
335:233 2:335:233:2:2 
799:350 2:799:350:2:2 
106:163 2:106:163:2:2 
490:2 0:490:2:3:3 
382:12 0:382:12:3:3 
894:161 0:894:161:3:3 
258:412 0:258:412:3:3 
442:225 0:442:225:3:3 
405:475 0:405:475:3:3 
888:401 0:888:401:3:3 
304:194 2:304:194:2:2 
784:188 0:784:188:3:3 
803:232 0:803:232:3:3 
362:88 0:362:88:3:3 
239:498 0:239:498:3:3 
538:71 2:538:71:2:2 
238:150 2:238:150:2:2 
420:285 0:420:285:3:3 
896:437 0:896:437:3:3 
290:156 0:290:156:3:3 
552:311 2:552:311:2:2 
770:402 2:770:402:2:2 
96:211 3:96:211:3:3 
647:184 2:647:184:2:2 
286:208 2:286:208:2:2 
782:404 2:782:404:2:2 
774:325 2:774:325:2:2 
227:131 2:227:131:2:2 
229:490 0:229:490:3:3 
746:132 2:746:132:2:2 
214:406 0:214:406:3:3 
346:278 0:346:278:3:3 
555:438 0:555:438:3:3 
441:250 0:441:250:3:3 
778:155 2:778:155:2:2 
137:273 2:137:273:2:2 
319:249 2:319:249:2:2 
214:257 0:214:257:3:3 
322:408 3:322:408:3:3 
617:2 0:617:2:3:3 
356:114 0:356:114:3:3 
157:127 0:157:127:3:3 
535:222 2:535:222:2:2 
606:104 0:606:104:3:3 
697:154 3:697:154:3:3 
91:231 2:91:231:2:2 
869:51 2:869:51:2:2 
494:224 0:494:224:3:3 
152:353 0:152:353:3:3 
461:297 0:461:297:3:3 
190:249 2:190:249:2:2 
872:464 0:872:464:3:3 
891:348 0:891:348:3:3 
105:455 2:105:455:2:2 
759:458 3:759:458:3:3 
275:93 2:275:93:2:2 
422:476 0:422:476:3:3 
851:29 2:851:29:2:2 
778:332 0:778:332:3:3 
617:316 3:617:316:3:3 
159:95 2:159:95:2:2 
123:167 2:123:167:2:2 
380:334 3:380:334:3:3 
848:248 0:848:248:3:3 
612:97 2:612:97:2:2 
156:223 2:156:223:2:2 
89:228 2:89:228:2:2 
15:148 0:15:148:3:3 
218:256 3:218:256:3:3 
146:37 2:146:37:2:2 
863:432 0:863:432:3:3 
99:31 0:99:31:3:3 
487:189 0:487:189:3:3 
104:423 0:104:423:3:3 
217:72 0:217:72:3:3 
236:156 0:236:156:3:3 
192:451 0:192:451:3:3 
599:415 2:599:415:2:2 
425:123 0:425:123:3:3 
354:179 0:354:179:3:3 
815:290 2:815:290:2:2 
89:390 0:89:390:3:3 
397:453 0:397:453:3:3 
188:462 2:188:462:2:2 
99:253 0:99:253:3:3 
109:322 2:109:322:2:2 
783:81 0:783:81:3:3 
654:23 0:654:23:3:3 
17:50 0:17:50:3:3 
880:486 0:880:486:3:3 
4:328 0:4:328:3:3 
387:64 0:387:64:3:3 
505:39 0:505:39:3:3 
516:163 0:516:163:3:3 
865:263 0:865:263:3:3 
188:44 0:188:44:3:3 
154:492 2:154:492:2:2 
192:87 2:192:87:2:2 
306:234 2:306:234:2:2 
35:419 0:35:419:3:3 
374:159 2:374:159:2:2 
366:425 2:366:425:2:2 
206:440 2:206:440:2:2 
353:68 0:353:68:3:3 
889:122 2:889:122:2:2 
248:366 0:248:366:3:3 
763:495 3:763:495:3:3 
709:303 2:709:303:2:2 
231:95 0:231:95:3:3 
514:271 0:514:271:3:3 
535:103 0:535:103:3:3 
337:416 2:337:416:2:2 
79:91 3:79:91:3:3 
886:345 0:886:345:3:3 
743:192 2:743:192:2:2 
656:196 0:656:196:3:3 
287:110 0:287:110:3:3 
895:389 0:895:389:3:3 
254:23 0:254:23:3:3 
452:71 2:452:71:2:2 
384:391 0:384:391:3:3 
648:145 2:648:145:2:2 
685:327 0:685:327:3:3 
528:14 0:528:14:3:3 
414:359 0:414:359:3:3 
405:172 2:405:172:2:2 
254:102 2:254:102:2:2 
633:351 0:633:351:3:3 
674:217 3:674:217:3:3 
301:207 0:301:207:3:3 
656:482 0:656:482:3:3 
623:320 3:623:320:3:3 
823:78 2:823:78:2:2 
28:83 2:28:83:2:2 
756:19 2:756:19:2:2 
405:209 2:405:209:2:2 
595:333 2:595:333:2:2 
615:232 0:615:232:3:3 
832:435 0:832:435:3:3 
54:104 2:54:104:2:2 
451:143 0:451:143:3:3 
417:291 0:417:291:3:3 
589:397 0:589:397:3:3 
96:366 0:96:366:3:3 
115:58 0:115:58:3:3 
864:36 0:864:36:3:3 
171:380 3:171:380:3:3 
286:95 0:286:95:3:3 
694:72 2:694:72:2:2 
381:323 0:381:323:3:3 
688:49 0:688:49:3:3 
401:445 2:401:445:2:2 
746:267 0:746:267:3:3 
488:23 3:488:23:3:3 
821:379 2:821:379:2:2 
660:191 2:660:191:2:2 
837:308 2:837:308:2:2 
403:206 2:403:206:2:2 
723:363 0:723:363:3:3 
849:2 0:849:2:3:3 
522:184 0:522:184:3:3 
280:259 0:280:259:3:3 
209:227 0:209:227:3:3 
533:280 0:533:280:3:3 
57:87 2:57:87:2:2 
366:459 0:366:459:3:3 
242:109 0:242:109:3:3 
722:419 2:722:419:2:2 
464:447 0:464:447:3:3 
427:197 2:427:197:2:2 
273:55 2:273:55:2:2 
158:439 0:158:439:3:3 
806:451 0:806:451:3:3 
347:490 2:347:490:2:2 
119:134 2:119:134:2:2 
158:454 0:158:454:3:3 
878:465 0:878:465:3:3 
645:279 2:645:279:2:2 
274:195 0:274:195:3:3 
203:235 2:203:235:2:2 
375:263 2:375:263:2:2 
635:236 0:635:236:3:3 
797:181 0:797:181:3:3 
412:85 0:412:85:3:3 
623:391 0:623:391:3:3 
455:17 0:455:17:3:3 
863:404 0:863:404:3:3 
893:66 0:893:66:3:3 
479:415 2:479:415:2:2 
635:93 0:635:93:3:3 
446:300 0:446:300:3:3 
85:116 2:85:116:2:2 
711:224 0:711:224:3:3 
900:49 0:900:49:3:3 
4:14 0:4:14:3:3 
5:339 2:5:339:2:2 
298:495 2:298:495:2:2 
136:414 0:136:414:3:3 
632:175 2:632:175:2:2 
412:379 2:412:379:2:2 
329:435 0:329:435:3:3 
259:472 2:259:472:2:2 
530:69 2:530:69:2:2 
89:275 0:89:275:3:3 
877:282 0:877:282:3:3 
809:10 0:809:10:3:3 
363:168 0:363:168:3:3 
900:343 2:900:343:2:2 
637:418 3:637:418:3:3 
767:319 0:767:319:3:3 
142:438 2:142:438:2:2 
145:370 0:145:370:3:3 
610:102 0:610:102:3:3 
828:145 3:828:145:3:3 
214:477 0:214:477:3:3 
780:268 0:780:268:3:3 
411:467 2:411:467:2:2 
142:276 2:142:276:2:2 
373:365 0:373:365:3:3 
600:223 2:600:223:2:2 
304:428 2:304:428:2:2 
549:170 0:549:170:3:3 
201:52 2:201:52:2:2 
153:185 2:153:185:2:2 
462:173 0:462:173:3:3 
871:51 0:871:51:3:3 
208:63 2:208:63:2:2 
267:385 0:267:385:3:3 
31:184 0:31:184:3:3 
604:366 0:604:366:3:3 
804:120 0:804:120:3:3 
310:481 2:310:481:2:2 
628:356 0:628:356:3:3 
248:104 0:248:104:3:3 
387:431 3:387:431:3:3 
804:207 2:804:207:2:2 
637:293 2:637:293:2:2 
883:334 0:883:334:3:3 
385:79 2:385:79:2:2 
364:136 3:364:136:3:3 
742:439 0:742:439:3:3 
266:218 0:266:218:3:3 
139:88 0:139:88:3:3 
582:332 0:582:332:3:3 
234:214 0:234:214:3:3 
91:355 0:91:355:3:3 
1:31 0:1:31:3:3 
257:437 0:257:437:3:3 
756:119 0:756:119:3:3 
508:76 2:508:76:2:2 
423:352 2:423:352:2:2 
281:319 0:281:319:3:3 
428:186 0:428:186:3:3 
467:157 0:467:157:3:3 
358:319 0:358:319:3:3 
860:213 0:860:213:3:3 
192:113 2:192:113:2:2 
100:322 2:100:322:2:2 
300:380 2:300:380:2:2 
360:431 2:360:431:2:2 
324:266 2:324:266:2:2 
822:25 0:822:25:3:3 
860:324 2:860:324:2:2 
826:212 2:826:212:2:2 
591:468 0:591:468:3:3 
280:240 0:280:240:3:3 
190:343 0:190:343:3:3 
229:179 0:229:179:3:3 
637:22 0:637:22:3:3 
450:160 2:450:160:2:2 
214:329 0:214:329:3:3 
678:341 2:678:341:2:2 
422:314 0:422:314:3:3 
194:189 0:194:189:3:3 
806:412 2:806:412:2:2 
459:259 0:459:259:3:3 
557:454 2:557:454:2:2 
29:237 0:29:237:3:3 
588:348 0:588:348:3:3 
679:119 3:679:119:3:3 
238:157 0:238:157:3:3 
440:212 0:440:212:3:3 
459:144 2:459:144:2:2 
631:350 0:631:350:3:3 
582:62 2:582:62:2:2 
707:374 2:707:374:2:2 
275:479 2:275:479:2:2 
173:275 2:173:275:2:2 
821:226 2:821:226:2:2 
56:36 0:56:36:3:3 
184:217 0:184:217:3:3 
294:34 2:294:34:2:2 
612:57 0:612:57:3:3 
833:316 0:833:316:3:3 
501:422 2:501:422:2:2 
545:224 0:545:224:3:3 
764:492 2:764:492:2:2 
658:321 0:658:321:3:3 
198:398 0:198:398:3:3 
90:271 0:90:271:3:3 
426:145 3:426:145:3:3 
167:385 0:167:385:3:3 
777:469 2:777:469:2:2 
407:374 0:407:374:3:3 
249:422 0:249:422:3:3 
122:156 0:122:156:3:3 
85:8 3:85:8:3:3 
816:309 2:816:309:2:2 
400:480 0:400:480:3:3 
401:57 2:401:57:2:2 
94:222 0:94:222:3:3 
866:303 0:866:303:3:3 
795:233 2:795:233:2:2 
668:25 0:668:25:3:3 
815:218 0:815:218:3:3 
193:191 0:193:191:3:3 
620:258 0:620:258:3:3 
123:314 0:123:314:3:3 
711:85 0:711:85:3:3 
17:105 3:17:105:3:3 
93:414 2:93:414:2:2 
882:237 2:882:237:2:2 
482:151 2:482:151:2:2 
606:61 2:606:61:2:2 
598:329 0:598:329:3:3 
268:318 0:268:318:3:3 
841:452 2:841:452:2:2 
5:268 2:5:268:2:2 
144:124 2:144:124:2:2 
573:5 2:573:5:2:2 
350:390 2:350:390:2:2 
795:55 3:795:55:3:3 
430:30 0:430:30:3:3 
307:337 0:307:337:3:3 
145:350 0:145:350:3:3 
847:331 2:847:331:2:2 
64:426 0:64:426:3:3 
871:369 0:871:369:3:3 
654:489 2:654:489:2:2 
605:261 3:605:261:3:3 
572:178 0:572:178:3:3 
899:386 0:899:386:3:3 
386:243 2:386:243:2:2 
760:466 0:760:466:3:3 
614:477 0:614:477:3:3 
61:435 0:61:435:3:3 
245:406 0:245:406:3:3 
375:104 3:375:104:3:3 
121:152 0:121:152:3:3 
362:210 0:362:210:3:3 
576:420 2:576:420:2:2 
717:226 2:717:226:2:2 
816:499 0:816:499:3:3 
634:358 3:634:358:3:3 
410:364 0:410:364:3:3 
233:327 0:233:327:3:3 
163:108 2:163:108:2:2 
438:182 2:438:182:2:2 
591:116 0:591:116:3:3 
633:166 0:633:166:3:3 
101:472 0:101:472:3:3 
874:216 2:874:216:2:2 
837:468 2:837:468:2:2 
486:130 3:486:130:3:3 
35:38 2:35:38:2:2 
456:113 2:456:113:2:2 
609:413 0:609:413:3:3 
22:288 2:22:288:2:2 
206:61 0:206:61:3:3 
334:118 2:334:118:2:2 
708:327 2:708:327:2:2 
727:485 0:727:485:3:3 
12:462 0:12:462:3:3 
141:353 0:141:353:3:3 
452:133 3:452:133:3:3 
442:174 2:442:174:2:2 
54:113 0:54:113:3:3 
680:416 3:680:416:3:3 
510:407 0:510:407:3:3 
66:52 0:66:52:3:3 
280:46 0:280:46:3:3 
619:54 2:619:54:2:2 
637:472 2:637:472:2:2 
680:237 0:680:237:3:3 
882:417 2:882:417:2:2 
807:219 2:807:219:2:2 
208:304 0:208:304:3:3 
372:451 3:372:451:3:3 
48:393 0:48:393:3:3 
176:350 2:176:350:2:2 
252:169 2:252:169:2:2 
847:42 2:847:42:2:2 
860:296 0:860:296:3:3 
261:347 0:261:347:3:3 
484:20 0:484:20:3:3 
436:166 0:436:166:3:3 
659:456 2:659:456:2:2 
723:81 2:723:81:2:2 
612:360 2:612:360:2:2 
579:97 2:579:97:2:2 
207:92 0:207:92:3:3 
588:497 0:588:497:3:3 
227:121 2:227:121:2:2 
720:185 0:720:185:3:3 
42:477 2:42:477:2:2 
248:356 2:248:356:2:2 
692:311 0:692:311:3:3 
878:30 0:878:30:3:3 
55:49 2:55:49:2:2 
851:43 0:851:43:3:3 
464:278 0:464:278:3:3 
318:241 3:318:241:3:3 
265:459 0:265:459:3:3 
375:480 0:375:480:3:3 
179:269 0:179:269:3:3 
354:317 0:354:317:3:3 
635:148 0:635:148:3:3 
503:348 0:503:348:3:3 
53:413 0:53:413:3:3 
551:434 0:551:434:3:3 
408:378 0:408:378:3:3 
853:70 0:853:70:3:3 
801:491 0:801:491:3:3 
783:303 0:783:303:3:3 
236:200 2:236:200:2:2 
716:194 2:716:194:2:2 
592:304 0:592:304:3:3 
166:231 0:166:231:3:3 
635:151 2:635:151:2:2 
86:462 0:86:462:3:3 
658:71 0:658:71:3:3 
142:332 2:142:332:2:2 
606:273 2:606:273:2:2 
808:360 2:808:360:2:2 
520:60 2:520:60:2:2 
424:81 2:424:81:2:2 
800:284 0:800:284:3:3 
359:355 2:359:355:2:2 
841:480 0:841:480:3:3 
516:200 2:516:200:2:2 
420:229 2:420:229:2:2 
278:143 3:278:143:3:3 
724:427 2:724:427:2:2 
600:121 2:600:121:2:2 
47:326 0:47:326:3:3 
88:141 0:88:141:3:3 
107:91 2:107:91:2:2 
843:303 0:843:303:3:3 
303:79 2:303:79:2:2 
46:10 0:46:10:3:3 
874:395 2:874:395:2:2 
828:456 0:828:456:3:3 
888:291 0:888:291:3:3 
636:244 2:636:244:2:2 
631:121 0:631:121:3:3 
382:13 2:382:13:2:2 
864:284 0:864:284:3:3 
718:427 0:718:427:3:3 
621:104 0:621:104:3:3 
376:102 0:376:102:3:3 
304:195 2:304:195:2:2 
106:51 2:106:51:2:2 
34:436 0:34:436:3:3 
287:26 0:287:26:3:3 
514:74 3:514:74:3:3 
475:362 0:475:362:3:3 
186:235 2:186:235:2:2 
614:219 2:614:219:2:2 
600:437 0:600:437:3:3 
837:456 0:837:456:3:3 
840:356 0:840:356:3:3 
803:120 2:803:120:2:2 
343:275 0:343:275:3:3 
453:447 2:453:447:2:2 
77:323 0:77:323:3:3 
774:427 2:774:427:2:2 
674:10 2:674:10:2:2 
7:30 0:7:30:3:3 
746:114 2:746:114:2:2 
339:440 0:339:440:3:3 
162:451 2:162:451:2:2 
264:460 2:264:460:2:2 
399:402 2:399:402:2:2 
475:8 0:475:8:3:3 
21:396 3:21:396:3:3 
461:117 0:461:117:3:3 
499:190 2:499:190:2:2 
462:310 2:462:310:2:2 
870:403 2:870:403:2:2 
613:446 3:613:446:3:3 
802:147 0:802:147:3:3 
694:109 2:694:109:2:2 
347:114 2:347:114:2:2 
205:112 0:205:112:3:3 
669:417 2:669:417:2:2 
135:261 2:135:261:2:2 
637:109 2:637:109:2:2 
105:164 2:105:164:2:2 
343:230 3:343:230:3:3 
312:266 2:312:266:2:2 
461:343 0:461:343:3:3 
719:181 2:719:181:2:2 
308:254 0:308:254:3:3 
695:482 0:695:482:3:3 
533:259 0:533:259:3:3 
185:109 0:185:109:3:3 
848:475 2:848:475:2:2 
575:152 0:575:152:3:3 
318:435 0:318:435:3:3 
393:88 0:393:88:3:3 
692:356 0:692:356:3:3 
802:484 0:802:484:3:3 
750:406 0:750:406:3:3 
399:86 2:399:86:2:2 
536:136 0:536:136:3:3 
703:36 0:703:36:3:3 
523:386 3:523:386:3:3 
66:43 0:66:43:3:3 
393:169 0:393:169:3:3 
51:389 0:51:389:3:3 
782:20 0:782:20:3:3 
494:451 0:494:451:3:3 
165:19 0:165:19:3:3 
706:251 0:706:251:3:3 
355:27 0:355:27:3:3 
265:487 0:265:487:3:3 
731:340 0:731:340:3:3 
252:154 0:252:154:3:3 
496:163 2:496:163:2:2 
242:443 0:242:443:3:3 
80:290 2:80:290:2:2 
65:146 0:65:146:3:3 
671:196 2:671:196:2:2 
673:339 2:673:339:2:2 
801:262 0:801:262:3:3 
880:313 0:880:313:3:3 
551:342 3:551:342:3:3 
474:137 0:474:137:3:3 
80:433 2:80:433:2:2 
887:478 0:887:478:3:3 
51:113 2:51:113:2:2 
673:423 2:673:423:2:2 
74:339 0:74:339:3:3 
554:217 3:554:217:3:3 
95:251 2:95:251:2:2 
388:281 0:388:281:3:3 
118:8 0:118:8:3:3 
885:387 0:885:387:3:3 
332:217 0:332:217:3:3 
621:159 0:621:159:3:3 
469:466 2:469:466:2:2 
752:210 2:752:210:2:2 
145:4 0:145:4:3:3 
329:359 2:329:359:2:2 
790:468 0:790:468:3:3 
772:167 2:772:167:2:2 
481:428 0:481:428:3:3 
814:478 0:814:478:3:3 
193:272 2:193:272:2:2 
586:345 0:586:345:3:3 
752:33 0:752:33:3:3 
615:396 2:615:396:2:2 
166:493 2:166:493:2:2 
630:6 0:630:6:3:3 
366:280 2:366:280:2:2 
338:382 2:338:382:2:2 
212:155 2:212:155:2:2 
231:201 0:231:201:3:3 
895:166 2:895:166:2:2 
805:138 2:805:138:2:2 
681:500 2:681:500:2:2 
256:22 2:256:22:2:2 
791:107 0:791:107:3:3 
540:425 0:540:425:3:3 
287:495 0:287:495:3:3 
49:322 2:49:322:2:2 
358:212 0:358:212:3:3 
592:400 2:592:400:2:2 
453:224 0:453:224:3:3 
320:30 3:320:30:3:3 
510:19 0:510:19:3:3 
292:162 2:292:162:2:2 
511:318 0:511:318:3:3 
168:336 0:168:336:3:3 
704:162 0:704:162:3:3 
761:55 0:761:55:3:3 
586:138 2:586:138:2:2 
490:103 3:490:103:3:3 
537:326 0:537:326:3:3 
205:242 2:205:242:2:2 
277:195 0:277:195:3:3 
850:263 0:850:263:3:3 
462:193 0:462:193:3:3 
865:467 2:865:467:2:2 
376:130 0:376:130:3:3 
653:296 0:653:296:3:3 
173:409 3:173:409:3:3 
361:466 2:361:466:2:2 
604:314 2:604:314:2:2 
509:186 0:509:186:3:3 
372:246 0:372:246:3:3 
465:444 0:465:444:3:3 
803:20 3:803:20:3:3 
567:215 0:567:215:3:3 
272:476 0:272:476:3:3 
581:278 0:581:278:3:3 
556:324 0:556:324:3:3 
370:499 0:370:499:3:3 
689:109 0:689:109:3:3 
820:260 2:820:260:2:2 
233:57 0:233:57:3:3 
698:149 0:698:149:3:3 
356:84 2:356:84:2:2 
239:247 0:239:247:3:3 
202:434 2:202:434:2:2 
6:188 0:6:188:3:3 
153:280 0:153:280:3:3 
120:357 2:120:357:2:2 
447:474 0:447:474:3:3 
784:470 0:784:470:3:3 
285:112 2:285:112:2:2 
280:294 2:280:294:2:2 
560:109 0:560:109:3:3 
797:368 2:797:368:2:2 
566:55 0:566:55:3:3 
470:152 2:470:152:2:2 
627:7 0:627:7:3:3 
9:330 2:9:330:2:2 
746:411 0:746:411:3:3 
158:293 0:158:293:3:3 
788:25 2:788:25:2:2 
695:454 0:695:454:3:3 
661:338 2:661:338:2:2 
242:106 0:242:106:3:3 
461:460 2:461:460:2:2 
688:272 2:688:272:2:2 
392:301 0:392:301:3:3 
857:447 2:857:447:2:2 
105:418 2:105:418:2:2 
308:65 2:308:65:2:2 
271:127 2:271:127:2:2 
627:293 0:627:293:3:3 
42:405 2:42:405:2:2 
830:458 2:830:458:2:2 
99:348 0:99:348:3:3 
190:101 2:190:101:2:2 
318:62 0:318:62:3:3 
512:157 0:512:157:3:3 
566:448 0:566:448:3:3 
623:273 2:623:273:2:2 
293:356 2:293:356:2:2 
811:491 0:811:491:3:3 
62:35 2:62:35:2:2 
476:256 0:476:256:3:3 
180:170 0:180:170:3:3 
492:132 0:492:132:3:3 
520:263 0:520:263:3:3 
460:362 2:460:362:2:2 
597:295 0:597:295:3:3 
725:466 3:725:466:3:3 
193:33 2:193:33:2:2 
375:345 2:375:345:2:2 
602:399 0:602:399:3:3 
269:332 0:269:332:3:3 
75:5 0:75:5:3:3 
202:458 0:202:458:3:3 
834:298 0:834:298:3:3 
743:327 2:743:327:2:2 
341:330 0:341:330:3:3 
752:367 0:752:367:3:3 
127:377 0:127:377:3:3 
808:401 2:808:401:2:2 
863:181 0:863:181:3:3 
520:101 0:520:101:3:3 
4:158 2:4:158:2:2 
733:333 2:733:333:2:2 
501:148 2:501:148:2:2 
729:177 0:729:177:3:3 
893:26 0:893:26:3:3 
565:475 0:565:475:3:3 
179:144 0:179:144:3:3 
771:436 0:771:436:3:3 
40:202 0:40:202:3:3 
113:436 0:113:436:3:3 
667:103 2:667:103:2:2 
634:254 2:634:254:2:2 
448:191 0:448:191:3:3 
601:495 0:601:495:3:3 
714:182 2:714:182:2:2 
472:309 0:472:309:3:3 
550:272 0:550:272:3:3 
678:293 0:678:293:3:3 
130:455 0:130:455:3:3 
422:442 0:422:442:3:3 
525:206 2:525:206:2:2 
800:435 0:800:435:3:3 
433:190 0:433:190:3:3 
292:178 2:292:178:2:2 
226:495 0:226:495:3:3 
121:131 0:121:131:3:3 
819:382 2:819:382:2:2 
272:139 2:272:139:2:2 
538:154 2:538:154:2:2 
847:404 0:847:404:3:3 
206:260 2:206:260:2:2 
262:490 2:262:490:2:2 
504:19 0:504:19:3:3 
174:230 0:174:230:3:3 
182:395 2:182:395:2:2 
126:255 0:126:255:3:3 
206:183 0:206:183:3:3 
524:104 2:524:104:2:2 
463:268 0:463:268:3:3 
353:428 2:353:428:2:2 
358:466 0:358:466:3:3 
784:133 2:784:133:2:2 
548:102 0:548:102:3:3 
508:427 0:508:427:3:3 
714:330 0:714:330:3:3 
201:277 2:201:277:2:2 
718:274 2:718:274:2:2 
367:352 0:367:352:3:3 
115:251 2:115:251:2:2 
686:236 0:686:236:3:3 
210:221 3:210:221:3:3 
138:270 0:138:270:3:3 
727:448 2:727:448:2:2 
685:288 0:685:288:3:3 
604:397 0:604:397:3:3 
641:445 2:641:445:2:2 
735:436 2:735:436:2:2 
686:351 2:686:351:2:2 
124:219 2:124:219:2:2 
394:103 0:394:103:3:3 
664:261 2:664:261:2:2 
732:489 0:732:489:3:3 
360:12 3:360:12:3:3 
573:341 2:573:341:2:2 
77:156 2:77:156:2:2 
519:453 0:519:453:3:3 
632:173 0:632:173:3:3 
646:373 3:646:373:3:3 
851:397 0:851:397:3:3 
484:226 0:484:226:3:3 
285:463 0:285:463:3:3 
405:499 0:405:499:3:3 
52:494 2:52:494:2:2 
732:408 0:732:408:3:3 
479:204 0:479:204:3:3 
756:278 0:756:278:3:3 
495:482 0:495:482:3:3 
280:241 2:280:241:2:2 
190:340 0:190:340:3:3 
617:72 0:617:72:3:3 
229:178 2:229:178:2:2 
266:396 2:266:396:2:2 
787:176 2:787:176:2:2 
119:117 2:119:117:2:2 
882:156 0:882:156:3:3 
241:364 2:241:364:2:2 
132:469 0:132:469:3:3 
54:319 3:54:319:3:3 
512:91 2:512:91:2:2 
753:177 0:753:177:3:3 
308:182 0:308:182:3:3 
806:413 2:806:413:2:2 
256:281 0:256:281:3:3 
650:249 2:650:249:2:2 
872:41 2:872:41:2:2 
670:252 0:670:252:3:3 
622:149 0:622:149:3:3 
852:313 2:852:313:2:2 
505:80 2:505:80:2:2 
39:407 2:39:407:2:2 
42:393 0:42:393:3:3 
649:423 0:649:423:3:3 
136:206 2:136:206:2:2 
66:19 0:66:19:3:3 
794:424 0:794:424:3:3 
469:86 2:469:86:2:2 
753:235 0:753:235:3:3 
806:383 0:806:383:3:3 
868:151 2:868:151:2:2 
458:473 0:458:473:3:3 
80:347 0:80:347:3:3 
501:421 0:501:421:3:3 
412:442 0:412:442:3:3 
51:362 3:51:362:3:3 
