787:275 0:787:275:3:3 
156:151 0:156:151:3:3 
673:59 0:673:59:3:3 
143:395 0:143:395:3:3 
554:494 0:554:494:3:3 
204:171 0:204:171:3:3 
264:16 0:264:16:3:3 
568:190 0:568:190:3:3 
824:40 0:824:40:3:3 
398:255 0:398:255:3:3 
810:7 2:810:7:2:2 
830:194 0:830:194:3:3 
388:433 0:388:433:3:3 
27:275 0:27:275:3:3 
303:70 0:303:70:3:3 
326:365 0:326:365:3:3 
682:477 0:682:477:3:3 
331:185 0:331:185:3:3 
169:38 0:169:38:3:3 
451:40 0:451:40:3:3 
217:306 0:217:306:3:3 
725:202 0:725:202:3:3 
249:129 2:249:129:2:2 
430:430 0:430:430:3:3 
767:323 0:767:323:3:3 
643:347 0:643:347:3:3 
607:170 0:607:170:3:3 
420:192 0:420:192:3:3 
672:313 0:672:313:3:3 
340:415 0:340:415:3:3 
555:433 0:555:433:3:3 
306:219 0:306:219:3:3 
803:354 0:803:354:3:3 
877:400 0:877:400:3:3 
2:224 0:2:224:3:3 
40:51 0:40:51:3:3 
168:8 0:168:8:3:3 
95:259 0:95:259:3:3 
435:316 0:435:316:3:3 
676:352 0:676:352:3:3 
535:63 0:535:63:3:3 
225:90 0:225:90:3:3 
134:47 0:134:47:3:3 
755:93 0:755:93:3:3 
231:100 0:231:100:3:3 
517:326 0:517:326:3:3 
510:37 0:510:37:3:3 
809:402 0:809:402:3:3 
3:359 0:3:359:3:3 
82:212 0:82:212:3:3 
279:466 0:279:466:3:3 
466:55 0:466:55:3:3 
144:319 0:144:319:3:3 
239:478 0:239:478:3:3 
665:243 0:665:243:3:3 
349:362 0:349:362:3:3 
704:263 0:704:263:3:3 
263:62 0:263:62:3:3 
174:367 0:174:367:3:3 
747:347 0:747:347:3:3 
641:362 0:641:362:3:3 
548:489 0:548:489:3:3 
736:168 0:736:168:3:3 
789:146 0:789:146:3:3 
849:399 0:849:399:3:3 
465:390 0:465:390:3:3 
12:461 0:12:461:3:3 
758:31 2:758:31:2:2 
200:117 0:200:117:3:3 
736:7 0:736:7:3:3 
543:20 0:543:20:3:3 
765:132 0:765:132:3:3 
379:457 0:379:457:3:3 
31:320 0:31:320:3:3 
548:382 0:548:382:3:3 
418:135 0:418:135:3:3 
134:75 0:134:75:3:3 
580:47 0:580:47:3:3 
893:32 0:893:32:3:3 
647:487 0:647:487:3:3 
896:102 0:896:102:3:3 
276:136 0:276:136:3:3 
812:458 0:812:458:3:3 
67:5 0:67:5:3:3 
549:16 0:549:16:3:3 
238:94 0:238:94:3:3 
422:289 0:422:289:3:3 
24:208 0:24:208:3:3 
9:156 0:9:156:3:3 
697:239 0:697:239:3:3 
584:477 0:584:477:3:3 
720:184 0:720:184:3:3 
494:183 0:494:183:3:3 
268:94 0:268:94:3:3 
336:177 0:336:177:3:3 
9:378 0:9:378:3:3 
194:51 0:194:51:3:3 
848:28 0:848:28:3:3 
422:3 0:422:3:3:3 
649:477 0:649:477:3:3 
764:132 0:764:132:3:3 
681:284 0:681:284:3:3 
703:231 0:703:231:3:3 
857:147 0:857:147:3:3 
898:130 0:898:130:3:3 
702:37 0:702:37:3:3 
890:333 0:890:333:3:3 
469:334 0:469:334:3:3 
307:31 0:307:31:3:3 
128:344 0:128:344:3:3 
448:455 0:448:455:3:3 
212:416 0:212:416:3:3 
505:154 0:505:154:3:3 
270:242 0:270:242:3:3 
875:305 0:875:305:3:3 
708:159 0:708:159:3:3 
151:116 0:151:116:3:3 
724:426 0:724:426:3:3 
691:163 0:691:163:3:3 
23:269 0:23:269:3:3 
329:166 0:329:166:3:3 
865:340 0:865:340:3:3 
720:323 0:720:323:3:3 
83:403 0:83:403:3:3 
734:150 0:734:150:3:3 
813:285 0:813:285:3:3 
562:31 0:562:31:3:3 
468:462 0:468:462:3:3 
197:8 0:197:8:3:3 
126:166 0:126:166:3:3 
239:397 0:239:397:3:3 
466:409 0:466:409:3:3 
704:244 0:704:244:3:3 
334:435 0:334:435:3:3 
705:390 0:705:390:3:3 
885:300 0:885:300:3:3 
615:119 0:615:119:3:3 
871:201 0:871:201:3:3 
751:407 0:751:407:3:3 
453:432 0:453:432:3:3 
828:498 0:828:498:3:3 
556:359 0:556:359:3:3 
594:174 0:594:174:3:3 
225:433 0:225:433:3:3 
678:74 0:678:74:3:3 
727:398 0:727:398:3:3 
358:375 0:358:375:3:3 
417:263 0:417:263:3:3 
309:273 0:309:273:3:3 
183:376 0:183:376:3:3 
370:289 0:370:289:3:3 
647:201 0:647:201:3:3 
831:444 0:831:444:3:3 
7:174 0:7:174:3:3 
584:247 0:584:247:3:3 
451:32 0:451:32:3:3 
241:468 0:241:468:3:3 
370:176 0:370:176:3:3 
67:80 0:67:80:3:3 
685:370 0:685:370:3:3 
181:248 0:181:248:3:3 
864:289 0:864:289:3:3 
404:345 0:404:345:3:3 
542:195 0:542:195:3:3 
403:265 0:403:265:3:3 
391:235 0:391:235:3:3 
78:483 0:78:483:3:3 
669:196 0:669:196:3:3 
52:250 0:52:250:3:3 
143:45 0:143:45:3:3 
313:274 0:313:274:3:3 
242:216 0:242:216:3:3 
29:214 3:29:214:3:3 
527:331 0:527:331:3:3 
39:349 0:39:349:3:3 
702:231 0:702:231:3:3 
351:479 0:351:479:3:3 
133:168 0:133:168:3:3 
53:366 0:53:366:3:3 
449:67 0:449:67:3:3 
801:150 0:801:150:3:3 
89:228 0:89:228:3:3 
308:386 0:308:386:3:3 
545:169 0:545:169:3:3 
109:170 0:109:170:3:3 
455:450 0:455:450:3:3 
616:258 0:616:258:3:3 
264:183 0:264:183:3:3 
620:314 0:620:314:3:3 
288:301 0:288:301:3:3 
267:19 0:267:19:3:3 
401:2 0:401:2:3:3 
844:306 0:844:306:3:3 
368:123 3:368:123:3:3 
867:147 0:867:147:3:3 
62:499 0:62:499:3:3 
834:376 0:834:376:3:3 
175:48 0:175:48:3:3 
142:299 0:142:299:3:3 
516:28 0:516:28:3:3 
293:133 0:293:133:3:3 
60:240 0:60:240:3:3 
814:473 0:814:473:3:3 
264:405 0:264:405:3:3 
856:79 0:856:79:3:3 
164:182 0:164:182:3:3 
168:49 0:168:49:3:3 
296:6 0:296:6:3:3 
316:473 0:316:473:3:3 
154:492 0:154:492:3:3 
514:412 0:514:412:3:3 
181:420 0:181:420:3:3 
278:5 0:278:5:3:3 
504:216 0:504:216:3:3 
885:481 0:885:481:3:3 
1:480 0:1:480:3:3 
202:291 0:202:291:3:3 
99:42 0:99:42:3:3 
738:337 0:738:337:3:3 
754:316 0:754:316:3:3 
225:130 0:225:130:3:3 
44:450 0:44:450:3:3 
226:445 0:226:445:3:3 
16:163 0:16:163:3:3 
509:202 0:509:202:3:3 
737:47 0:737:47:3:3 
794:94 0:794:94:3:3 
689:140 0:689:140:3:3 
230:108 0:230:108:3:3 
361:467 0:361:467:3:3 
624:423 0:624:423:3:3 
538:91 0:538:91:3:3 
277:53 0:277:53:3:3 
619:348 0:619:348:3:3 
141:343 2:141:343:2:2 
537:97 0:537:97:3:3 
816:152 0:816:152:3:3 
253:39 0:253:39:3:3 
789:59 0:789:59:3:3 
758:124 0:758:124:3:3 
419:317 0:419:317:3:3 
888:250 0:888:250:3:3 
82:337 0:82:337:3:3 
615:377 0:615:377:3:3 
413:215 0:413:215:3:3 
745:284 0:745:284:3:3 
166:204 0:166:204:3:3 
587:484 0:587:484:3:3 
43:326 0:43:326:3:3 
426:322 0:426:322:3:3 
465:232 0:465:232:3:3 
731:245 0:731:245:3:3 
535:319 0:535:319:3:3 
39:146 2:39:146:2:2 
811:189 0:811:189:3:3 
205:230 0:205:230:3:3 
341:447 0:341:447:3:3 
542:63 0:542:63:3:3 
677:309 0:677:309:3:3 
817:210 0:817:210:3:3 
460:52 0:460:52:3:3 
812:289 0:812:289:3:3 
336:234 0:336:234:3:3 
483:365 0:483:365:3:3 
835:192 0:835:192:3:3 
284:330 2:284:330:2:2 
322:53 0:322:53:3:3 
323:500 0:323:500:3:3 
459:244 0:459:244:3:3 
898:368 0:898:368:3:3 
658:108 0:658:108:3:3 
791:429 3:791:429:3:3 
398:113 0:398:113:3:3 
5:433 0:5:433:3:3 
399:115 0:399:115:3:3 
160:38 0:160:38:3:3 
344:259 0:344:259:3:3 
531:25 0:531:25:3:3 
646:442 0:646:442:3:3 
260:1 0:260:1:3:3 
833:193 0:833:193:3:3 
841:87 0:841:87:3:3 
356:426 0:356:426:3:3 
29:476 0:29:476:3:3 
565:314 0:565:314:3:3 
274:485 2:274:485:2:2 
833:114 0:833:114:3:3 
65:488 0:65:488:3:3 
273:237 0:273:237:3:3 
564:121 0:564:121:3:3 
227:300 0:227:300:3:3 
198:223 0:198:223:3:3 
276:46 0:276:46:3:3 
222:209 0:222:209:3:3 
724:371 0:724:371:3:3 
501:6 0:501:6:3:3 
396:182 2:396:182:2:2 
696:404 0:696:404:3:3 
808:206 0:808:206:3:3 
899:25 0:899:25:3:3 
719:440 0:719:440:3:3 
353:247 0:353:247:3:3 
709:370 0:709:370:3:3 
163:274 0:163:274:3:3 
37:309 0:37:309:3:3 
25:341 0:25:341:3:3 
68:362 0:68:362:3:3 
525:32 0:525:32:3:3 
874:446 3:874:446:3:3 
188:437 0:188:437:3:3 
487:469 0:487:469:3:3 
469:205 0:469:205:3:3 
328:290 0:328:290:3:3 
419:77 0:419:77:3:3 
112:457 0:112:457:3:3 
610:328 0:610:328:3:3 
150:239 0:150:239:3:3 
245:291 0:245:291:3:3 
525:433 0:525:433:3:3 
582:162 2:582:162:2:2 
108:167 0:108:167:3:3 
172:258 0:172:258:3:3 
83:169 0:83:169:3:3 
215:444 0:215:444:3:3 
736:141 0:736:141:3:3 
220:22 0:220:22:3:3 
116:167 0:116:167:3:3 
428:43 0:428:43:3:3 
369:383 0:369:383:3:3 
162:411 0:162:411:3:3 
328:111 0:328:111:3:3 
662:340 0:662:340:3:3 
184:28 0:184:28:3:3 
78:31 0:78:31:3:3 
695:148 0:695:148:3:3 
510:458 2:510:458:2:2 
846:96 0:846:96:3:3 
81:218 0:81:218:3:3 
603:381 0:603:381:3:3 
52:493 0:52:493:3:3 
125:241 0:125:241:3:3 
608:149 0:608:149:3:3 
869:18 0:869:18:3:3 
566:18 2:566:18:2:2 
824:493 0:824:493:3:3 
422:314 2:422:314:2:2 
205:138 0:205:138:3:3 
360:77 0:360:77:3:3 
603:27 0:603:27:3:3 
87:170 0:87:170:3:3 
152:345 3:152:345:3:3 
247:416 0:247:416:3:3 
85:325 0:85:325:3:3 
342:92 2:342:92:2:2 
218:166 0:218:166:3:3 
627:318 0:627:318:3:3 
616:45 0:616:45:3:3 
476:306 0:476:306:3:3 
764:125 0:764:125:3:3 
652:368 0:652:368:3:3 
87:392 0:87:392:3:3 
616:188 0:616:188:3:3 
890:455 0:890:455:3:3 
191:446 0:191:446:3:3 
412:441 0:412:441:3:3 
216:298 0:216:298:3:3 
783:90 0:783:90:3:3 
863:392 2:863:392:2:2 
775:346 0:775:346:3:3 
702:14 0:702:14:3:3 
479:499 0:479:499:3:3 
27:274 0:27:274:3:3 
604:70 0:604:70:3:3 
621:70 0:621:70:3:3 
592:340 0:592:340:3:3 
369:255 0:369:255:3:3 
344:61 0:344:61:3:3 
696:338 0:696:338:3:3 
164:488 0:164:488:3:3 
516:69 0:516:69:3:3 
648:469 0:648:469:3:3 
151:226 0:151:226:3:3 
317:214 0:317:214:3:3 
246:164 2:246:164:2:2 
467:313 0:467:313:3:3 
841:220 0:841:220:3:3 
362:417 0:362:417:3:3 
553:472 0:553:472:3:3 
439:295 0:439:295:3:3 
776:377 0:776:377:3:3 
331:226 2:331:226:2:2 
320:85 0:320:85:3:3 
411:270 0:411:270:3:3 
841:341 0:841:341:3:3 
804:303 0:804:303:3:3 
435:388 0:435:388:3:3 
450:100 0:450:100:3:3 
188:212 0:188:212:3:3 
73:489 0:73:489:3:3 
47:275 0:47:275:3:3 
306:171 0:306:171:3:3 
439:47 0:439:47:3:3 
329:26 0:329:26:3:3 
315:219 0:315:219:3:3 
49:395 0:49:395:3:3 
547:404 0:547:404:3:3 
875:3 0:875:3:3:3 
325:494 0:325:494:3:3 
475:401 0:475:401:3:3 
154:198 0:154:198:3:3 
852:273 0:852:273:3:3 
230:421 0:230:421:3:3 
396:271 0:396:271:3:3 
201:161 0:201:161:3:3 
148:408 0:148:408:3:3 
443:236 0:443:236:3:3 
618:178 0:618:178:3:3 
690:359 0:690:359:3:3 
595:464 0:595:464:3:3 
395:65 0:395:65:3:3 
644:473 0:644:473:3:3 
799:40 0:799:40:3:3 
860:10 0:860:10:3:3 
187:8 0:187:8:3:3 
334:225 0:334:225:3:3 
172:4 0:172:4:3:3 
799:314 3:799:314:3:3 
508:172 0:508:172:3:3 
570:403 0:570:403:3:3 
418:132 0:418:132:3:3 
826:121 0:826:121:3:3 
898:410 0:898:410:3:3 
6:135 0:6:135:3:3 
745:111 0:745:111:3:3 
190:7 2:190:7:2:2 
860:296 0:860:296:3:3 
369:323 0:369:323:3:3 
519:191 0:519:191:3:3 
339:181 0:339:181:3:3 
485:317 0:485:317:3:3 
860:479 0:860:479:3:3 
720:298 0:720:298:3:3 
632:422 0:632:422:3:3 
560:387 0:560:387:3:3 
180:476 0:180:476:3:3 
716:318 0:716:318:3:3 
275:64 0:275:64:3:3 
459:303 0:459:303:3:3 
132:351 2:132:351:2:2 
228:480 0:228:480:3:3 
156:325 0:156:325:3:3 
412:255 0:412:255:3:3 
512:213 0:512:213:3:3 
237:110 0:237:110:3:3 
541:86 0:541:86:3:3 
797:204 0:797:204:3:3 
683:130 0:683:130:3:3 
303:244 0:303:244:3:3 
701:257 0:701:257:3:3 
260:217 0:260:217:3:3 
227:390 0:227:390:3:3 
320:356 0:320:356:3:3 
679:462 0:679:462:3:3 
204:252 0:204:252:3:3 
768:431 0:768:431:3:3 
867:118 0:867:118:3:3 
759:188 0:759:188:3:3 
819:251 0:819:251:3:3 
711:57 2:711:57:2:2 
587:119 2:587:119:2:2 
899:179 0:899:179:3:3 
724:324 0:724:324:3:3 
118:95 0:118:95:3:3 
249:156 0:249:156:3:3 
601:439 0:601:439:3:3 
529:434 0:529:434:3:3 
583:3 0:583:3:3:3 
469:431 0:469:431:3:3 
326:104 0:326:104:3:3 
60:92 0:60:92:3:3 
758:111 0:758:111:3:3 
192:76 0:192:76:3:3 
780:325 0:780:325:3:3 
694:333 2:694:333:2:2 
287:228 0:287:228:3:3 
126:340 0:126:340:3:3 
382:162 0:382:162:3:3 
457:201 0:457:201:3:3 
311:226 0:311:226:3:3 
207:61 0:207:61:3:3 
675:327 0:675:327:3:3 
272:210 0:272:210:3:3 
322:332 0:322:332:3:3 
239:396 0:239:396:3:3 
719:150 0:719:150:3:3 
442:238 0:442:238:3:3 
25:446 0:25:446:3:3 
614:328 0:614:328:3:3 
559:313 0:559:313:3:3 
463:340 0:463:340:3:3 
324:142 0:324:142:3:3 
605:11 0:605:11:3:3 
182:228 0:182:228:3:3 
758:302 0:758:302:3:3 
871:200 0:871:200:3:3 
651:188 0:651:188:3:3 
641:486 0:641:486:3:3 
381:205 0:381:205:3:3 
309:272 0:309:272:3:3 
1:71 2:1:71:2:2 
870:396 3:870:396:3:3 
149:199 0:149:199:3:3 
152:213 0:152:213:3:3 
775:23 0:775:23:3:3 
286:96 0:286:96:3:3 
784:345 0:784:345:3:3 
543:408 0:543:408:3:3 
765:24 0:765:24:3:3 
512:484 0:512:484:3:3 
418:283 0:418:283:3:3 
403:181 0:403:181:3:3 
756:333 0:756:333:3:3 
831:157 0:831:157:3:3 
688:229 0:688:229:3:3 
156:395 0:156:395:3:3 
566:218 0:566:218:3:3 
471:258 0:471:258:3:3 
56:298 0:56:298:3:3 
740:217 0:740:217:3:3 
522:20 0:522:20:3:3 
560:431 0:560:431:3:3 
869:443 0:869:443:3:3 
284:359 0:284:359:3:3 
458:194 0:458:194:3:3 
858:140 0:858:140:3:3 
161:468 0:161:468:3:3 
492:386 0:492:386:3:3 
347:385 0:347:385:3:3 
241:134 2:241:134:2:2 
483:193 0:483:193:3:3 
32:359 0:32:359:3:3 
731:295 0:731:295:3:3 
180:39 0:180:39:3:3 
19:453 2:19:453:2:2 
507:106 0:507:106:3:3 
257:466 0:257:466:3:3 
341:84 0:341:84:3:3 
654:377 0:654:377:3:3 
830:8 0:830:8:3:3 
692:139 0:692:139:3:3 
616:244 0:616:244:3:3 
308:306 2:308:306:2:2 
611:443 0:611:443:3:3 
60:403 0:60:403:3:3 
501:271 0:501:271:3:3 
84:281 0:84:281:3:3 
691:371 0:691:371:3:3 
819:166 0:819:166:3:3 
329:406 0:329:406:3:3 
701:220 0:701:220:3:3 
758:425 0:758:425:3:3 
793:363 0:793:363:3:3 
875:399 0:875:399:3:3 
468:47 0:468:47:3:3 
474:450 0:474:450:3:3 
74:418 2:74:418:2:2 
829:50 0:829:50:3:3 
667:411 0:667:411:3:3 
748:38 0:748:38:3:3 
108:99 2:108:99:2:2 
496:367 0:496:367:3:3 
263:379 0:263:379:3:3 
207:243 0:207:243:3:3 
729:375 0:729:375:3:3 
112:351 0:112:351:3:3 
238:316 2:238:316:2:2 
595:346 0:595:346:3:3 
832:120 0:832:120:3:3 
889:121 0:889:121:3:3 
46:38 2:46:38:2:2 
178:422 2:178:422:2:2 
573:303 0:573:303:3:3 
395:171 0:395:171:3:3 
69:16 0:69:16:3:3 
396:320 0:396:320:3:3 
650:490 0:650:490:3:3 
538:41 0:538:41:3:3 
44:338 0:44:338:3:3 
462:193 0:462:193:3:3 
101:399 0:101:399:3:3 
248:77 0:248:77:3:3 
361:466 0:361:466:3:3 
489:165 0:489:165:3:3 
452:63 0:452:63:3:3 
789:344 0:789:344:3:3 
718:310 0:718:310:3:3 
665:170 0:665:170:3:3 
283:377 0:283:377:3:3 
651:331 0:651:331:3:3 
615:154 0:615:154:3:3 
49:189 0:49:189:3:3 
896:402 0:896:402:3:3 
770:375 0:770:375:3:3 
220:418 0:220:418:3:3 
57:459 0:57:459:3:3 
206:117 0:206:117:3:3 
16:348 0:16:348:3:3 
68:126 0:68:126:3:3 
200:142 0:200:142:3:3 
437:175 0:437:175:3:3 
888:251 0:888:251:3:3 
447:474 0:447:474:3:3 
536:343 0:536:343:3:3 
862:31 0:862:31:3:3 
176:358 0:176:358:3:3 
507:276 0:507:276:3:3 
253:264 2:253:264:2:2 
536:454 0:536:454:3:3 
294:458 0:294:458:3:3 
205:229 0:205:229:3:3 
741:51 0:741:51:3:3 
190:267 0:190:267:3:3 
491:209 0:491:209:3:3 
645:309 2:645:309:2:2 
683:390 0:683:390:3:3 
740:253 0:740:253:3:3 
280:435 0:280:435:3:3 
427:196 0:427:196:3:3 
247:479 0:247:479:3:3 
398:455 0:398:455:3:3 
437:355 0:437:355:3:3 
20:317 0:20:317:3:3 
398:378 0:398:378:3:3 
887:239 0:887:239:3:3 
209:396 0:209:396:3:3 
247:76 0:247:76:3:3 
11:429 0:11:429:3:3 
39:320 2:39:320:2:2 
264:118 0:264:118:3:3 
53:405 0:53:405:3:3 
260:2 0:260:2:3:3 
123:416 0:123:416:3:3 
530:160 0:530:160:3:3 
626:313 0:626:313:3:3 
424:267 0:424:267:3:3 
832:408 0:832:408:3:3 
597:136 0:597:136:3:3 
875:474 0:875:474:3:3 
517:311 0:517:311:3:3 
41:6 0:41:6:3:3 
297:172 0:297:172:3:3 
212:473 0:212:473:3:3 
359:346 0:359:346:3:3 
506:250 0:506:250:3:3 
288:441 0:288:441:3:3 
273:439 3:273:439:3:3 
899:139 0:899:139:3:3 
98:448 0:98:448:3:3 
481:456 0:481:456:3:3 
687:104 2:687:104:2:2 
467:141 0:467:141:3:3 
605:399 0:605:399:3:3 
786:363 0:786:363:3:3 
383:33 0:383:33:3:3 
757:244 0:757:244:3:3 
710:202 0:710:202:3:3 
625:418 0:625:418:3:3 
277:261 0:277:261:3:3 
595:374 0:595:374:3:3 
268:200 2:268:200:2:2 
16:113 0:16:113:3:3 
514:272 0:514:272:3:3 
861:199 0:861:199:3:3 
55:176 0:55:176:3:3 
3:269 0:3:269:3:3 
304:232 2:304:232:2:2 
814:71 0:814:71:3:3 
379:34 2:379:34:2:2 
272:282 0:272:282:3:3 
628:357 0:628:357:3:3 
30:335 0:30:335:3:3 
888:458 0:888:458:3:3 
192:449 0:192:449:3:3 
301:161 0:301:161:3:3 
653:332 2:653:332:2:2 
822:333 0:822:333:3:3 
624:452 0:624:452:3:3 
73:322 0:73:322:3:3 
756:193 0:756:193:3:3 
404:222 0:404:222:3:3 
25:231 0:25:231:3:3 
745:336 0:745:336:3:3 
31:473 0:31:473:3:3 
125:430 0:125:430:3:3 
897:43 0:897:43:3:3 
201:486 0:201:486:3:3 
718:189 0:718:189:3:3 
556:296 0:556:296:3:3 
295:340 0:295:340:3:3 
285:350 0:285:350:3:3 
622:78 0:622:78:3:3 
290:52 2:290:52:2:2 
439:119 0:439:119:3:3 
148:74 0:148:74:3:3 
775:95 0:775:95:3:3 
765:111 0:765:111:3:3 
570:111 0:570:111:3:3 
589:257 2:589:257:2:2 
216:423 0:216:423:3:3 
333:451 2:333:451:2:2 
765:448 0:765:448:3:3 
826:324 2:826:324:2:2 
664:23 0:664:23:3:3 
811:152 0:811:152:3:3 
775:381 0:775:381:3:3 
579:388 0:579:388:3:3 
599:89 0:599:89:3:3 
333:293 0:333:293:3:3 
285:130 0:285:130:3:3 
493:31 0:493:31:3:3 
76:9 0:76:9:3:3 
332:99 0:332:99:3:3 
321:153 0:321:153:3:3 
542:314 0:542:314:3:3 
504:423 0:504:423:3:3 
621:291 0:621:291:3:3 
52:34 0:52:34:3:3 
824:187 0:824:187:3:3 
422:116 0:422:116:3:3 
479:109 0:479:109:3:3 
506:461 0:506:461:3:3 
385:63 0:385:63:3:3 
397:298 0:397:298:3:3 
787:158 0:787:158:3:3 
42:171 0:42:171:3:3 
833:172 0:833:172:3:3 
47:222 0:47:222:3:3 
89:76 0:89:76:3:3 
677:371 0:677:371:3:3 
825:448 0:825:448:3:3 
240:224 0:240:224:3:3 
900:22 0:900:22:3:3 
886:171 0:886:171:3:3 
759:219 0:759:219:3:3 
541:260 0:541:260:3:3 
694:385 0:694:385:3:3 
469:281 0:469:281:3:3 
715:17 0:715:17:3:3 
203:325 0:203:325:3:3 
834:417 0:834:417:3:3 
430:428 2:430:428:2:2 
605:283 0:605:283:3:3 
531:387 0:531:387:3:3 
127:226 0:127:226:3:3 
349:164 0:349:164:3:3 
331:409 0:331:409:3:3 
395:66 3:395:66:3:3 
687:12 0:687:12:3:3 
875:228 0:875:228:3:3 
441:477 0:441:477:3:3 
809:246 0:809:246:3:3 
446:307 0:446:307:3:3 
814:129 0:814:129:3:3 
382:135 0:382:135:3:3 
578:28 0:578:28:3:3 
334:298 0:334:298:3:3 
581:299 0:581:299:3:3 
729:472 0:729:472:3:3 
490:44 0:490:44:3:3 
254:477 0:254:477:3:3 
475:400 0:475:400:3:3 
448:377 3:448:377:3:3 
206:352 0:206:352:3:3 
7:273 0:7:273:3:3 
233:326 0:233:326:3:3 
723:39 0:723:39:3:3 
745:419 0:745:419:3:3 
525:293 0:525:293:3:3 
803:95 2:803:95:2:2 
70:450 0:70:450:3:3 
718:366 0:718:366:3:3 
96:201 0:96:201:3:3 
314:27 0:314:27:3:3 
101:296 0:101:296:3:3 
543:129 0:543:129:3:3 
358:329 3:358:329:3:3 
641:409 0:641:409:3:3 
471:170 2:471:170:2:2 
608:84 0:608:84:3:3 
201:386 0:201:386:3:3 
737:304 0:737:304:3:3 
305:337 0:305:337:3:3 
281:282 0:281:282:3:3 
489:12 0:489:12:3:3 
766:165 0:766:165:3:3 
694:134 0:694:134:3:3 
708:431 0:708:431:3:3 
314:338 0:314:338:3:3 
389:260 0:389:260:3:3 
615:384 0:615:384:3:3 
447:18 0:447:18:3:3 
731:143 0:731:143:3:3 
159:430 0:159:430:3:3 
206:78 0:206:78:3:3 
91:108 0:91:108:3:3 
147:302 0:147:302:3:3 
241:447 0:241:447:3:3 
403:152 0:403:152:3:3 
833:74 0:833:74:3:3 
594:381 0:594:381:3:3 
632:312 0:632:312:3:3 
831:376 0:831:376:3:3 
33:427 0:33:427:3:3 
470:192 0:470:192:3:3 
810:132 0:810:132:3:3 
418:359 0:418:359:3:3 
744:161 0:744:161:3:3 
855:215 0:855:215:3:3 
664:482 2:664:482:2:2 
6:305 0:6:305:3:3 
100:212 0:100:212:3:3 
503:57 0:503:57:3:3 
87:318 0:87:318:3:3 
679:26 0:679:26:3:3 
752:358 0:752:358:3:3 
136:234 0:136:234:3:3 
764:386 0:764:386:3:3 
434:499 0:434:499:3:3 
775:11 0:775:11:3:3 
488:180 0:488:180:3:3 
443:482 0:443:482:3:3 
631:210 0:631:210:3:3 
833:287 0:833:287:3:3 
407:292 0:407:292:3:3 
194:467 0:194:467:3:3 
801:377 0:801:377:3:3 
513:197 0:513:197:3:3 
71:123 0:71:123:3:3 
863:495 0:863:495:3:3 
290:86 0:290:86:3:3 
713:349 0:713:349:3:3 
771:371 0:771:371:3:3 
331:167 0:331:167:3:3 
298:420 0:298:420:3:3 
587:118 0:587:118:3:3 
236:88 0:236:88:3:3 
454:35 0:454:35:3:3 
84:171 0:84:171:3:3 
815:110 0:815:110:3:3 
853:423 0:853:423:3:3 
601:438 3:601:438:3:3 
529:433 2:529:433:2:2 
639:426 0:639:426:3:3 
487:169 0:487:169:3:3 
316:76 2:316:76:2:2 
296:44 0:296:44:3:3 
350:355 0:350:355:3:3 
134:79 0:134:79:3:3 
724:436 0:724:436:3:3 
86:273 0:86:273:3:3 
187:322 0:187:322:3:3 
23:184 0:23:184:3:3 
391:308 0:391:308:3:3 
654:458 0:654:458:3:3 
456:289 0:456:289:3:3 
273:413 0:273:413:3:3 
202:269 0:202:269:3:3 
809:355 0:809:355:3:3 
358:4 0:358:4:3:3 
705:434 0:705:434:3:3 
559:331 2:559:331:2:2 
267:379 0:267:379:3:3 
767:212 0:767:212:3:3 
714:416 0:714:416:3:3 
272:211 0:272:211:3:3 
153:112 0:153:112:3:3 
279:496 0:279:496:3:3 
766:404 0:766:404:3:3 
255:425 0:255:425:3:3 
714:307 0:714:307:3:3 
509:149 0:509:149:3:3 
116:190 0:116:190:3:3 
536:401 0:536:401:3:3 
68:156 0:68:156:3:3 
443:267 0:443:267:3:3 
462:21 0:462:21:3:3 
465:343 0:465:343:3:3 
138:375 0:138:375:3:3 
301:233 0:301:233:3:3 
339:458 2:339:458:2:2 
548:190 0:548:190:3:3 
452:107 0:452:107:3:3 
453:446 0:453:446:3:3 
220:479 0:220:479:3:3 
794:282 0:794:282:3:3 
558:499 0:558:499:3:3 
580:367 0:580:367:3:3 
504:378 0:504:378:3:3 
162:448 2:162:448:2:2 
418:54 0:418:54:3:3 
171:470 0:171:470:3:3 
21:395 0:21:395:3:3 
632:118 0:632:118:3:3 
372:433 0:372:433:3:3 
428:131 0:428:131:3:3 
546:314 3:546:314:3:3 
3:113 0:3:113:3:3 
343:112 0:343:112:3:3 
804:307 0:804:307:3:3 
111:20 0:111:20:3:3 
537:165 0:537:165:3:3 
370:52 0:370:52:3:3 
873:29 0:873:29:3:3 
624:222 0:624:222:3:3 
261:163 0:261:163:3:3 
494:119 0:494:119:3:3 
650:95 0:650:95:3:3 
229:202 0:229:202:3:3 
157:125 0:157:125:3:3 
858:282 0:858:282:3:3 
380:106 0:380:106:3:3 
879:128 0:879:128:3:3 
661:317 0:661:317:3:3 
555:342 0:555:342:3:3 
612:269 0:612:269:3:3 
243:418 0:243:418:3:3 
6:386 0:6:386:3:3 
312:151 0:312:151:3:3 
394:480 0:394:480:3:3 
332:84 0:332:84:3:3 
778:330 0:778:330:3:3 
891:207 0:891:207:3:3 
758:227 2:758:227:2:2 
